Workout Date;Set;Weight (kg);Rep;MV (m/s)
18/11/2020;3;170;2;1.05
18/11/2020;3;170;2;0.64
18/11/2020;3;170;3;0.95
18/11/2020;4;200;1;0.42
18/11/2020;4;200;2;1
18/11/2020;5;200;1;0.44
18/11/2020;5;200;2;1.05
18/11/2020;6;190;1;0.4
18/11/2020;6;190;2;0.99
18/11/2020;6;190;2;0.45
18/11/2020;6;190;3;0.98
18/11/2020;6;190;3;0.46
18/11/2020;6;190;4;0.99
18/11/2020;6;190;4;0.45
18/11/2020;6;190;5;1.01
18/11/2020;6;190;5;0.45
18/11/2020;6;190;6;1.04
18/11/2020;7;190;1;0.47
18/11/2020;7;190;2;1.09
18/11/2020;7;190;2;0.48
18/11/2020;7;190;3;1.16
18/11/2020;7;190;3;0.47
18/11/2020;7;190;4;1.27
18/11/2020;7;190;4;0.45
18/11/2020;7;190;5;1.26
18/11/2020;7;190;5;0.44
18/11/2020;7;190;6;1.24
18/11/2020;8;190;1;0.4
18/11/2020;8;190;2;1.03
18/11/2020;8;190;2;0.43
18/11/2020;8;190;3;1
18/11/2020;8;190;3;0.36
18/11/2020;8;190;4;1.13
18/11/2020;8;190;4;0.42
18/11/2020;8;190;5;0.99
18/11/2020;8;190;5;0.35
18/11/2020;8;190;6;0.93
10/11/2020;1;120;1;0.79
10/11/2020;1;120;2;1.1
10/11/2020;1;120;2;0.85
10/11/2020;1;120;3;1.16
10/11/2020;2;150;1;0.67
10/11/2020;2;150;2;1.38
10/11/2020;2;150;2;0.64
10/11/2020;2;150;3;1.4
10/11/2020;3;170;1;0.58
10/11/2020;3;170;2;1.12
10/11/2020;4;200;1;0.43
10/11/2020;4;200;2;1.45
10/11/2020;5;190;1;0.47
10/11/2020;5;190;2;0.98
10/11/2020;5;190;2;0.45
10/11/2020;5;190;3;1.1
10/11/2020;5;190;3;0.48
10/11/2020;5;190;4;1.08
10/11/2020;6;190;1;0.44
10/11/2020;6;190;2;1.12
10/11/2020;6;190;2;0.48
10/11/2020;6;190;3;1.19
10/11/2020;6;190;3;0.45
10/11/2020;6;190;4;1.08
10/11/2020;7;190;1;0.45
10/11/2020;7;190;2;1.15
10/11/2020;7;190;2;0.5
10/11/2020;7;190;3;1.13
10/11/2020;7;190;3;0.42
10/11/2020;7;190;4;1.09
21/10/2020;1;60;1;0.57
21/10/2020;1;60;1;0.59
21/10/2020;1;60;2;0.57
21/10/2020;1;60;3;0.54
21/10/2020;1;60;3;0.42
21/10/2020;1;60;4;0.54
21/10/2020;1;60;4;0.6
21/10/2020;1;60;4;0.49
21/10/2020;2;60;1;0.49
21/10/2020;2;60;1;0.58
10/09/2020;1;120;1;0.75
10/09/2020;1;120;2;0.7
10/09/2020;1;120;2;0.74
10/09/2020;1;120;3;0.72
10/09/2020;2;120;1;0.73
10/09/2020;2;120;2;0.72
10/09/2020;3;150;1;0.6
10/09/2020;3;150;2;0.87
10/09/2020;3;150;2;0.61
10/09/2020;3;150;3;0.88
15/07/2020;1;120;1;0.72
15/07/2020;1;120;2;0.9
15/07/2020;1;120;2;0.95
15/07/2020;1;120;2;0.78
15/07/2020;2;150;1;0.59
15/07/2020;2;150;2;0.95
15/07/2020;2;150;2;0.59
15/07/2020;2;150;3;1.04
15/07/2020;3;150;1;0.64
15/07/2020;3;150;2;0.91
15/07/2020;4;180;1;0.46
15/07/2020;4;180;2;0.75
15/07/2020;5;210;1;0.28
15/07/2020;5;210;2;0.93
15/07/2020;6;150;1;1.11
15/07/2020;6;150;1;0.38
15/07/2020;6;150;2;0.48
15/07/2020;6;150;3;0.98
15/07/2020;6;150;3;0.51
15/07/2020;6;150;4;0.99
15/07/2020;6;150;4;0.44
15/07/2020;6;150;5;0.69
15/07/2020;6;150;5;0.47
15/07/2020;6;150;6;0.92
15/07/2020;6;150;6;0.49
15/07/2020;6;150;7;0.77
15/07/2020;6;150;7;0.48
15/07/2020;6;150;8;0.81
15/07/2020;6;150;8;0.42
15/07/2020;6;150;9;0.93
15/07/2020;6;150;9;0.43
15/07/2020;6;150;10;0.81
15/07/2020;7;150;1;0.98
15/07/2020;7;150;1;0.48
15/07/2020;7;150;2;0.47
15/07/2020;7;150;3;0.88
15/07/2020;7;150;3;0.46
15/07/2020;7;150;4;0.96
15/07/2020;7;150;4;0.41
15/07/2020;7;150;5;1
15/07/2020;7;150;5;0.89
15/07/2020;7;150;5;0.46
15/07/2020;7;150;6;0.93
15/07/2020;7;150;6;0.41
15/07/2020;7;150;7;0.39
15/07/2020;7;150;8;0.96
15/07/2020;7;150;8;0.38
15/07/2020;7;150;9;0.91
15/07/2020;7;150;9;0.37
15/07/2020;7;150;10;1
15/07/2020;7;150;10;0.89
15/07/2020;7;150;10;0.38
15/07/2020;7;150;11;0.4
15/07/2020;7;150;12;0.91
15/07/2020;7;150;12;0.37
15/07/2020;7;150;13;0.79
15/07/2020;7;150;13;0.92
15/07/2020;7;150;13;0.36
15/07/2020;7;150;14;0.34
15/07/2020;7;150;15;0.93
15/07/2020;7;150;15;0.32
15/07/2020;7;150;16;0.93
06/11/2020;1;150;1;0.65
06/11/2020;1;150;2;1.16
06/11/2020;2;180;1;0.51
06/11/2020;2;180;2;1.13
06/11/2020;2;180;2;0.48
06/11/2020;2;180;3;0.89
06/11/2020;2;180;3;0.41
06/11/2020;2;180;4;0.94
06/11/2020;2;180;4;0.45
06/11/2020;2;180;5;1.04
06/11/2020;2;180;5;0.4
06/11/2020;2;180;6;0.89
03/11/2020;1;130;1;0.64
03/11/2020;1;130;2;1.11
03/11/2020;1;130;2;0.73
03/11/2020;1;130;3;0.84
03/11/2020;1;130;3;0.77
03/11/2020;1;130;4;1.12
03/11/2020;2;170;1;0.56
03/11/2020;2;170;2;1.2
03/11/2020;2;170;2;0.59
03/11/2020;2;170;3;1
03/11/2020;3;200;1;0.38
03/11/2020;3;200;2;1.16
03/11/2020;4;180;1;0.45
03/11/2020;4;180;2;1.35
03/11/2020;4;180;2;0.48
03/11/2020;4;180;3;1.18
03/11/2020;4;180;3;0.47
03/11/2020;4;180;4;1.11
03/11/2020;4;180;4;0.44
03/11/2020;4;180;5;1.1
03/11/2020;4;180;5;0.42
03/11/2020;4;180;6;0.91
03/11/2020;5;180;1;0.45
03/11/2020;5;180;2;1.47
03/11/2020;5;180;2;0.5
03/11/2020;5;180;3;1.4
03/11/2020;5;180;3;0.45
03/11/2020;5;180;4;1.46
03/11/2020;5;180;4;0.39
03/11/2020;5;180;5;1.4
03/11/2020;5;180;5;0.41
03/11/2020;5;180;6;1.01
03/11/2020;6;180;1;0.44
03/11/2020;6;180;2;1.18
03/11/2020;6;180;2;0.46
03/11/2020;6;180;3;1.2
03/11/2020;6;180;3;0.38
03/11/2020;6;180;4;1
03/11/2020;6;180;4;0.41
03/11/2020;6;180;5;1.01
03/11/2020;6;180;5;0.4
03/11/2020;6;180;6;1
04/10/2020;1;120;1;0.81
04/10/2020;1;120;2;1.05
04/10/2020;1;120;2;0.81
04/10/2020;1;120;3;1.05
04/10/2020;2;150;1;0.68
04/10/2020;2;150;2;1.47
04/10/2020;3;170;1;0.58
04/10/2020;3;170;2;1.35
04/10/2020;4;200;1;0.39
04/10/2020;4;200;2;1.38
04/10/2020;5;200;1;0.41
04/10/2020;5;200;2;1.3
04/10/2020;6;200;1;0.4
04/10/2020;6;200;2;1.29
04/10/2020;6;200;2;0.33
04/10/2020;6;200;3;0.91
04/10/2020;6;200;3;0.35
04/10/2020;6;200;4;0.71
04/10/2020;7;200;1;0.35
04/10/2020;7;200;2;1.01
04/10/2020;7;200;2;0.35
04/10/2020;7;200;3;0.91
04/10/2020;7;200;3;0.31
04/10/2020;7;200;4;0.94
30/09/2020;1;120;1;0.78
30/09/2020;1;120;2;1.12
30/09/2020;1;120;2;0.82
30/09/2020;1;120;3;1.3
30/09/2020;2;150;1;0.66
30/09/2020;2;150;2;1.45
30/09/2020;3;170;1;0.55
30/09/2020;3;170;2;1.49
30/09/2020;3;170;2;0.55
30/09/2020;3;170;3;1.36
30/09/2020;4;200;1;0.4
30/09/2020;4;200;2;1.21
30/09/2020;5;180;1;0.44
30/09/2020;5;180;2;1.05
30/09/2020;5;180;2;0.43
30/09/2020;5;180;3;0.75
30/09/2020;5;180;3;0.42
30/09/2020;5;180;4;1.11
30/09/2020;5;180;4;0.4
30/09/2020;5;180;5;0.96
30/09/2020;5;180;5;0.4
30/09/2020;5;180;6;0.73
30/09/2020;6;180;1;0.5
30/09/2020;6;180;2;1.18
30/09/2020;6;180;2;0.49
30/09/2020;6;180;3;1.24
30/09/2020;6;180;3;0.5
30/09/2020;6;180;4;1.25
30/09/2020;6;180;4;0.45
30/09/2020;6;180;5;1.3
30/09/2020;6;180;5;0.43
30/09/2020;6;180;6;1.21
30/09/2020;7;180;1;0.49
30/09/2020;7;180;2;1.13
30/09/2020;7;180;2;0.5
30/09/2020;7;180;3;1.24
30/09/2020;7;180;3;0.42
30/09/2020;7;180;4;1.27
30/09/2020;7;180;4;0.39
30/09/2020;7;180;5;1.02
30/09/2020;7;180;5;0.4
30/09/2020;7;180;6;0.97
30/09/2020;8;180;1;0.49
30/09/2020;8;180;2;1.17
30/09/2020;8;180;2;0.46
30/09/2020;8;180;3;1.28
30/09/2020;8;180;3;0.47
30/09/2020;8;180;4;1.22
30/09/2020;8;180;4;0.46
30/09/2020;8;180;5;1.27
30/09/2020;8;180;5;0.44
30/09/2020;8;180;6;0.9
30/09/2020;9;180;1;0.46
30/09/2020;9;180;2;1.22
30/09/2020;9;180;2;0.5
30/09/2020;9;180;3;1.3
30/09/2020;9;180;3;0.49
30/09/2020;9;180;4;1.03
30/09/2020;9;180;4;0.44
30/09/2020;9;180;5;0.87
30/09/2020;9;180;5;0.38
30/09/2020;9;180;6;0.92
